user_id,partition
147066,1
144285,1
195623,1
4681,1
122308,1
147852,1
37297,1
51458,1
162638,1
12748,1
51961,1
71417,1
194552,1
18500,1
169216,1
178096,1
83800,1
167836,1
58443,1
97463,1
163840,1
100845,1
183355,1
3789,1
101971,1
169612,1
94141,1
179909,1
26842,1
185391,1
175783,1
30955,1
12141,1
197288,1
4313,1
195377,1
129967,1
6668,1
14187,1
134891,1
197845,1
31178,1
64280,1
80534,1
150777,1
146521,1
132186,1
119467,1
173836,1
122771,1
114585,1
104597,1
180376,1
99465,1
78829,1
124867,1
194626,1
51145,1
2199,1
118843,1
96279,1
199091,1
42995,1
10622,1
19816,1
17006,1
122606,1
1014,1
111336,1
189131,1
113227,1
187451,1
56876,1
51006,1
48056,1
60855,1
32017,1
203174,1
26396,1
74198,1
66142,1
16282,1
152066,1
16203,1
135693,1
182233,1
114853,1
164123,1
124187,1
62408,1
97155,1
116446,1
81477,1
189903,1
13831,1
193265,1
7498,1
198220,1
115413,1
136530,1
157372,1
56305,1
18818,1
119470,1
181258,1
185479,1
108706,1
45197,1
149730,1
174435,1
51167,1
63525,1
145752,1
185873,1
127361,1
107950,1
40893,1
77318,1
100010,1
28083,1
176313,1
165852,1
191307,1
152729,1
106379,1
68714,1
91802,1
31029,1
44416,1
120034,1
175447,1
147127,1
111583,1
66295,1
162587,1
62773,1
37302,1
34146,1
93775,1
180649,1
155198,1
35264,1
125107,1
109400,1
39353,1
131821,1
84194,1
191473,1
50731,1
35741,1
92808,1
199650,1
140291,1
1434,1
140821,1
86367,1
28901,1
148307,1
9765,1
51496,1
7807,1
196210,1
9383,1
183876,1
133309,1
92981,1
159156,1
165097,1
97279,1
173716,1
196189,1
109234,1
21024,1
192197,1
185097,1
71141,1
61226,1
5863,1
148423,1
33786,1
26075,1
99756,1
59458,1
26317,1
121464,1
162995,1
44120,1
67087,1
122636,1
174188,1
198013,1
75870,1
31081,1
204735,1
135915,1
150220,1
108307,1
103405,1
157374,1
48661,1
72978,1
14402,1
5212,1
152696,1
83412,1
76078,1
202542,1
188930,1
81315,1
87698,1
51059,1
94838,1
52021,1
50350,1
43707,1
152504,1
159495,1
133141,1
21599,1
173934,1
21979,1
80021,1
18360,1
193134,1
26140,1
127245,1
175836,1
42194,1
180144,1
98347,1
108404,1
126502,1
181001,1
98851,1
38467,1
6498,1
29593,1
113391,1
199035,1
11283,1
143617,1
148459,1
63368,1
89362,1
45013,1
67288,1
178322,1
84285,1
186863,1
113353,1
80376,1
167976,1
123130,1
29530,1
105329,1
177234,1
19361,1
80748,1
12480,1
48822,1
29811,1
33817,1
13267,1
181930,1
62518,1
47394,1
52738,1
89058,1
109543,1
39943,1
27535,1
96831,1
77306,1
54127,1
25262,1
139201,1
39730,1
101735,1
123502,1
4178,1
92065,1
177344,1
72737,1
92691,1
89931,1
196741,1
95755,1
149279,1
131212,1
15291,1
189013,1
80891,1
119228,1
163114,1
107421,1
131320,1
41611,1
47376,1
203620,1
47465,1
38830,1
203854,1
172038,1
91242,1
171762,1
203384,1
7724,1
56110,1
103677,1
45945,1
83233,1
150751,1
56541,1
106250,1
114775,1
116497,1
53968,1
162292,1
183032,1
201446,1
159110,1
54063,1
184458,1
88069,1
104338,1
118746,1
112892,1
136965,1
147338,1
160100,1
114757,1
111162,1
172113,1
130668,1
8019,1
113917,1
203906,1
165755,1
169905,1
2545,1
13548,1
73430,1
26326,1
173739,1
54397,1
106565,1
50432,1
2450,1
4536,1
119459,1
45028,1
202592,1
47369,1
84205,1
302,1
91262,1
64711,1
158917,1
86369,1
197863,1
178227,1
71877,1
73823,1
12077,1
196026,1
83222,1
100923,1
124651,1
58748,1
79515,1
129299,1
104165,1
174117,1
30231,1
116428,1
32,1
103421,1
144995,1
197384,1
65024,1
145514,1
156532,1
15975,1
31813,1
25497,1
124845,1
126740,1
117623,1
85244,1
171518,1
25545,1
169275,1
180810,1
51062,1
193889,1
53405,1
88751,1
137884,1
197062,1
77297,1
37907,1
40204,1
140068,1
1179,1
134066,1
146998,1
172182,1
81214,1
176319,1
97891,1
153283,1
98196,1
23758,1
70859,1
52251,1
166682,1
93760,1
108844,1
16137,1
149546,1
124053,1
129859,1
202835,1
22819,1
162804,1
143150,1
194351,1
117203,1
32669,1
119375,1
4143,1
135998,1
72743,1
7580,1
22384,1
143785,1
34055,1
73571,1
67246,1
109727,1
106517,1
85355,1
123288,1
119979,1
132026,1
201985,1
109968,1
52240,1
163280,1
7687,1
139167,1
75678,1
171902,1
86677,1
54847,1
21788,1
134917,1
193681,1
17930,1
129447,1
39281,1
83918,1
10408,1
25087,1
76095,1
26034,1
41125,1
163358,1
96004,1
157625,1
83061,1
18769,1
174822,1
25441,1
133637,1
129103,1
98210,1
79154,1
6048,1
691,1
162673,1
138249,1
78136,1
172940,1
182422,1
15345,1
175521,1
59851,1
84844,1
141539,1
544,1
68669,1
122666,1
39452,1
163678,1
193801,1
39541,1
203009,1
135862,1
139907,1
74257,1
117604,1
3758,1
146230,1
202067,1
5897,1
47391,1
145625,1
202405,1
182153,1
166502,1
29328,1
186080,1
188019,1
38823,1
178733,1
85430,1
135718,1
18063,1
145339,1
79614,1
176124,1
201246,1
99600,1
28753,1
181881,1
142291,1
103430,1
13357,1
32059,1
111567,1
173593,1
127903,1
17344,1
122485,1
115482,1
169974,1
25084,1
108192,1
117301,1
114054,1
139046,1
197818,1
148251,1
122134,1
13957,1
143705,1
86453,1
128265,1
110868,1
17915,1
165550,1
62797,1
156363,1
176143,1
176216,1
35835,1
16405,1
196762,1
130657,1
126411,1
55324,1
55753,1
146551,1
196005,1
131664,1
180363,1
51760,1
125036,1
143406,1
168315,1
28733,1
99146,1
157297,1
69457,1
185058,1
9625,1
191650,1
30281,1
203222,1
148444,1
141482,1
34082,1
73441,1
187539,1
165327,1
116687,1
192959,1
193055,1
135059,1
6439,1
156816,1
206082,1
90337,1
193493,1
80188,1
27555,1
115127,1
45628,1
51716,1
202021,1
65829,1
25631,1
28520,1
81769,1
52942,1
155672,1
146117,1
69818,1
170048,1
124492,1
61398,1
5560,1
84814,1
15773,1
189513,1
170802,1
159891,1
34604,1
44403,1
44278,1
145730,1
182730,1
70892,1
136507,1
78017,1
2823,1
193887,1
165761,1
140808,1
84040,1
54559,1
51206,1
200011,1
134445,1
110730,1
201102,1
131719,1
14397,1
5293,1
176117,1
48755,1
148409,1
11027,1
106689,1
183326,1
202868,1
80062,1
88,1
56192,1
79652,1
176259,1
181503,1
43503,1
75005,1
106351,1
157560,1
14737,1
43339,1
98526,1
154252,1
188612,1
187478,1
140564,1
87558,1
112134,1
136652,1
41199,1
58807,1
6448,1
128581,1
22586,1
21508,1
184587,1
27512,1
64812,1
92926,1
193169,1
187658,1
171060,1
24043,1
14660,1
142104,1
104068,1
74929,1
102419,1
30576,1
122166,1
190757,1
129752,1
117177,1
182064,1
103073,1
46081,1
204272,1
143511,1
92928,1
117679,1
81848,1
172634,1
145184,1
172961,1
76947,1
50210,1
178553,1
97075,1
123489,1
188358,1
173070,1
182996,1
29386,1
38562,1
52201,1
156861,1
161625,1
51419,1
93961,1
45919,1
1967,1
117092,1
147742,1
38745,1
5091,1
93283,1
102369,1
24267,1
17774,1
158773,1
89125,1
31868,1
174557,1
17318,1
144851,1
184745,1
95999,1
159639,1
179809,1
116658,1
49835,1
149500,1
79328,1
98369,1
133967,1
26471,1
56723,1
95540,1
121576,1
77808,1
100815,1
27086,1
21334,1
140957,1
79496,1
109328,1
44066,1
6546,1
72717,1
167028,1
101485,1
172249,1
44502,1
96231,1
111091,1
176971,1
67089,1
44923,1
103427,1
160457,1
29896,1
188437,1
122390,1
192914,1
180165,1
88667,1
98350,1
124856,1
190370,1
77800,1
52455,1
99601,1
173290,1
37087,1
66367,1
124812,1
21523,1
180961,1
90811,1
118434,1
89026,1
4902,1
112195,1
39008,1
131764,1
171357,1
51351,1
14615,1
18674,1
186424,1
21097,1
135371,1
35872,1
186010,1
51402,1
369,1
65519,1
77441,1
153392,1
35211,1
167791,1
190326,1
35744,1
198333,1
165708,1
154512,1
190351,1
31028,1
80817,1
112073,1
127103,1
74810,1
101712,1
152652,1
132698,1
98469,1
64700,1
129679,1
46871,1
6845,1
125902,1
14731,1
186194,1
153727,1
64064,1
47399,1
102719,1
65267,1
133271,1
194962,1
118594,1
123310,1
30608,1
86292,1
78035,1
180997,1
200414,1
82063,1
3498,1
23749,1
175678,1
84230,1
48126,1
143486,1
173253,1
135297,1
20225,1
114458,1
120970,1
156311,1
60663,1
87555,1
168276,1
145475,1
162344,1
147861,1
92379,1
82148,1
123996,1
167572,1
163141,1
58196,1
86206,1
72809,1
172769,1
66862,1
9127,1
150840,1
137925,1
107429,1
83046,1
148348,1
90663,1
23113,1
62879,1
91544,1
171910,1
116162,1
80461,1
37254,1
194773,1
55416,1
135910,1
16792,1
99620,1
151344,1
89922,1
152061,1
95933,1
78068,1
46261,1
140667,1
111607,1
63537,1
129673,1
142402,1
155119,1
135278,1
127521,1
17902,1
104995,1
184540,1
141379,1
34282,1
145965,1
202193,1
186482,1
124580,1
53862,1
73751,1
126863,1
39558,1
131831,1
41430,1
31907,1
202964,1
105066,1
80232,1
169828,1
204899,1
82185,1
69140,1
83724,1
83372,1
21609,1
122469,1
194682,1
161463,1
160470,1
200182,1
82884,1
200894,1
82973,1
135472,1
77675,1
194315,1
82458,1
26108,1
88871,1
58798,1
9813,1
15667,1
92405,1
196137,1
14952,1
193296,1
180631,1
16313,1
149858,1
15227,1
55836,1
45006,1
180965,1
151499,1
148671,1
127654,1
193008,1
99659,1
59518,1
159345,1
81457,1
10729,1
57330,1
98109,1
74399,1
76273,1
162918,1
66543,1
3954,1
150585,1
88591,1
174408,1
97091,1
172047,1
134173,1
1498,1
50219,1
7690,1
12545,1
168965,1
80766,1
112968,1
35481,1
195240,1
153102,1
199200,1
99337,1
60753,1
122633,1
69862,1
198940,1
136387,1
176705,1
52377,1
30837,1
63140,1
13724,1
159361,1
55944,1
136379,1
28422,1
133071,1
125761,1
154583,1
405,1
21851,1
154750,1
50816,1
176482,1
81847,1
94119,1
76486,1
160707,1
43907,1
23763,1
71044,1
33291,1
75705,1
131362,1
3621,1
167796,1
27421,1
90173,1
98513,1
131791,1
186614,1
135270,1
36552,1
177601,1
84650,1
86448,1
112231,1
91803,1
164741,1
129887,1
22756,1
105085,1
66667,1
196942,1
144078,1
134148,1
126822,1
72188,1
112579,1
72379,1
26573,1
111432,1
1112,1
162613,1
102996,1
13745,1
56247,1
126131,1
83290,1
157268,1
39946,1
118597,1
12590,1
60808,1
42970,1
48142,1
56074,1
13549,1
173560,1
111192,1
33523,1
782,1
21602,1
117676,1
194513,1
159256,1
47017,1
49522,1
15195,1
203275,1
102396,1
33683,1
40070,1
18196,1
146563,1
193826,1
179933,1
14838,1
184378,1
52635,1
106472,1
55335,1
144998,1
50352,1
112119,1
8585,1
162657,1
33551,1
43029,1
174809,1
171916,1
32654,1
42135,1
167869,1
151807,1
59338,1
178671,1
52000,1
72113,1
183598,1
48041,1
150497,1
46937,1
163239,1
73042,1
137915,1
44795,1
45908,1
46435,1
113757,1
86702,1
95489,1
43626,1
16674,1
20427,1
8085,1
37735,1
25238,1
64817,1
178643,1
155058,1
169119,1
110496,1
40547,1
6280,1
156831,1
131196,1
129434,1
185468,1
120974,1
92135,1
99100,1
122973,1
10270,1
61147,1
175138,1
165292,1
200726,1
84251,1
117997,1
59368,1
50410,1
15193,1
201006,1
48569,1
17320,1
70473,1
93509,1
185183,1
166773,1
42864,1
116989,1
192675,1
108929,1
683,1
157772,1
199634,1
195268,1
153739,1
122647,1
168085,1
3416,1
99933,1
199351,1
60544,1
95889,1
156576,1
201111,1
53886,1
64510,1
70490,1
26683,1
179011,1
201755,1
108933,1
157110,1
26596,1
77981,1
193657,1
93983,1
53801,1
51996,1
187582,1
123385,1
46234,1
1070,1
162696,1
162248,1
194662,1
84058,1
122264,1
147217,1
7941,1
158372,1
42702,1
178684,1
116126,1
127547,1
29535,1
110976,1
99875,1
73070,1
61148,1
89664,1
95564,1
77729,1
60209,1
196672,1
43257,1
113118,1
195045,1
94266,1
187170,1
196523,1
46338,1
106253,1
88052,1
72571,1
60861,1
187113,1
78644,1
167443,1
49922,1
67278,1
193899,1
107976,1
114103,1
57642,1
173606,1
156240,1
12201,1
8744,1
95458,1
124142,1
29727,1
112615,1
7429,1
136138,1
69562,1
59955,1
175362,1
180476,1
94967,1
36538,1
70923,1
59959,1
19475,1
45238,1
37620,1
186626,1
15151,1
197894,1
144498,1
198702,1
132477,1
21074,1
164474,1
153946,1
58498,1
137771,1
187163,1
130093,1
27284,1
187016,1
88068,1
59849,1
97347,1
13866,1
46812,1
66400,1
145472,1
56672,1
65708,1
95849,1
84053,1
204983,1
142006,1
59332,1
194886,1
82160,1
24028,1
102091,1
184588,1
119734,1
177881,1
98478,1
42284,1
151068,1
136330,1
80235,1
160941,1
59729,1
169986,1
201874,1
104945,1
179167,1
113709,1
186447,1
21679,1
3841,1
110834,1
122824,1
86854,1
186161,1
27373,1
162788,1
159147,1
176398,1
130473,1
46779,1
89827,1
199476,1
64361,1
95394,1
140245,1
85255,1
27172,1
12972,1
37707,1
30295,1
173733,1
122223,1
107993,1
41984,1
204844,1
55817,1
84990,1
105909,1
1393,1
89765,1
33446,1
111812,1
73654,1
105341,1
79266,1
11093,1
129504,1
67773,1
128405,1
69997,1
39518,1
109956,1
164878,1
67461,1
11736,1
202551,1
9837,1
184102,1
98998,1
12050,1
26569,1
143298,1
75510,1
77378,1
192972,1
72515,1
153872,1
137809,1
148654,1
188279,1
38246,1
92855,1
160266,1
200804,1
58330,1
144929,1
63456,1
45153,1
30326,1
30913,1
105721,1
76470,1
78132,1
118370,1
191986,1
204569,1
10534,1
156428,1
3653,1
198776,1
150771,1
166581,1
138797,1
133954,1
138015,1
131034,1
150378,1
110532,1
32347,1
4733,1
137320,1
41631,1
53751,1
168597,1
79254,1
73570,1
14106,1
158815,1
58872,1
189005,1
192962,1
65652,1
184737,1
57437,1
14194,1
39268,1
123270,1
148279,1
139172,1
44750,1
31803,1
21210,1
64132,1
193858,1
41665,1
70672,1
81739,1
145989,1
48759,1
77097,1
146471,1
167391,1
177299,1
89540,1
174427,1
65504,1
120234,1
53210,1
144377,1
43852,1
171901,1
163618,1
172076,1
4609,1
18739,1
180445,1
186249,1
64018,1
101183,1
148492,1
130871,1
73861,1
200983,1
69135,1
122992,1
22399,1
95350,1
105718,1
3608,1
171928,1
157909,1
122894,1
77880,1
112487,1
5999,1
189939,1
153987,1
56101,1
149915,1
124758,1
29960,1
98626,1
22938,1
57687,1
160279,1
175842,1
16001,1
83490,1
127299,1
34838,1
74274,1
195893,1
124632,1
157257,1
62116,1
88305,1
111618,1
113611,1
11425,1
79901,1
76321,1
64115,1
131960,1
38517,1
137114,1
198064,1
43127,1
40943,1
34632,1
64045,1
35668,1
131756,1
178115,1
22215,1
10734,1
153000,1
142412,1
4613,1
13491,1
89862,1
115890,1
104962,1
171146,1
87631,1
194646,1
47319,1
30329,1
148031,1
190914,1
6162,1
182534,1
26228,1
49254,1
189832,1
15966,1
73192,1
133524,1
53512,1
73565,1
64297,1
108082,1
182873,1
49521,1
154053,1
170743,1
145079,1
67196,1
123115,1
146354,1
117730,1
149923,1
118799,1
150259,1
184934,1
189959,1
8696,1
23240,1
29410,1
187906,1
125853,1
2571,1
150338,1
169304,1
158089,1
61836,1
192619,1
148078,1
161374,1
187872,1
56619,1
193895,1
175341,1
23506,1
158638,1
117047,1
60333,1
196008,1
170574,1
100535,1
1875,1
133319,1
129974,1
90623,1
125648,1
95082,1
71484,1
30085,1
35687,1
142891,1
128575,1
31734,1
183043,1
153795,1
158540,1
194789,1
3444,1
32907,1
62454,1
173158,1
11193,1
105160,1
205476,1
34779,1
120790,1
99195,1
144437,1
15764,1
80683,1
135290,1
110388,1
150942,1
166670,1
40278,1
142032,1
183388,1
186746,1
21003,1
28714,1
137968,1
202337,1
2185,1
72497,1
98448,1
31265,1
155258,1
192451,1
158565,1
177936,1
17929,1
640,1
31002,1
201337,1
144931,1
197614,1
92731,1
52973,1
157109,1
67435,1
113887,1
6603,1
12881,1
174508,1
140788,1
69963,1
90840,1
86084,1
13838,1
197983,1
35745,1
177975,1
63632,1
158491,1
157843,1
73107,1
90341,1
66817,1
110883,1
21624,1
24144,1
80920,1
111203,1
22310,1
65072,1
120774,1
60568,1
182729,1
143857,1
195868,1
121535,1
190681,1
71807,1
25460,1
51130,1
93797,1
35109,1
191290,1
164945,1
30525,1
35561,1
59721,1
135419,1
147113,1
66612,1
100090,1
6457,1
20422,1
137989,1
187057,1
109845,1
142380,1
132708,1
148774,1
97851,1
29443,1
45218,1
28758,1
39543,1
119565,1
121636,1
153906,1
199231,1
53657,1
21883,1
181326,1
151187,1
141158,1
39411,1
192841,1
194214,1
34025,1
199977,1
170001,1
60718,1
78581,1
180436,1
185043,1
192719,1
109327,1
158041,1
148689,1
52877,1
55188,1
165144,1
168410,1
167761,1
40756,1
176106,1
32572,1
165431,1
15765,1
143472,1
69516,1
81062,1
129661,1
168748,1
105217,1
60243,1
45191,1
86096,1
185740,1
11553,1
172671,1
112766,1
60721,1
30559,1
75834,1
132639,1
7798,1
30751,1
50696,1
62369,1
101767,1
87797,1
8931,1
37280,1
118245,1
25942,1
26416,1
114412,1
145070,1
174583,1
106135,1
71387,1
88100,1
123376,1
62290,1
138278,1
138481,1
161693,1
189838,1
16924,1
15589,1
91287,1
52467,1
198861,1
121399,1
172398,1
191601,1
101646,1
28998,1
157275,1
130301,1
27816,1
196651,1
36249,1
110075,1
102478,1
75428,1
184466,1
63042,1
154229,1
39545,1
131512,1
157961,1
204202,1
75732,1
104919,1
4189,1
203944,1
61554,1
116421,1
65395,1
29606,1
91896,1
151948,1
25882,1
44068,1
190895,1
159309,1
123097,1
182163,1
35457,1
131425,1
203427,1
168296,1
168229,1
81432,1
79753,1
186033,1
195939,1
174353,1
73375,1
199009,1
79437,1
109683,1
148262,1
166155,1
200338,1
178274,1
43517,1
110765,1
199767,1
82496,1
155291,1
93499,1
41281,1
141485,1
125175,1
143457,1
32697,1
191194,1
147047,1
154406,1
59045,1
81921,1
186938,1
140846,1
65620,1
197414,1
44133,1
50832,1
62059,1
143636,1
188091,1
43849,1
53980,1
10060,1
82893,1
33494,1
196214,1
79553,1
15255,1
27432,1
61473,1
36199,1
145913,1
201673,1
154459,1
148259,1
144439,1
168343,1
11285,1
114366,1
26349,1
94586,1
32313,1
71011,1
162780,1
136821,1
20182,1
103923,1
12872,1
132309,1
73481,1
23656,1
163654,1
176654,1
160790,1
91601,1
78184,1
17591,1
168019,1
31585,1
177520,1
82623,1
27941,1
95813,1
128529,1
35604,1
180487,1
15036,1
62671,1
107641,1
11832,1
193687,1
197254,1
148249,1
168035,1
104138,1
189718,1
23224,1
162481,1
86992,1
105979,1
154517,1
94080,1
78984,1
1189,1
131720,1
182046,1
76900,1
63367,1
31772,1
79259,1
199821,1
10422,1
9527,1
27548,1
171787,1
101502,1
31480,1
124444,1
72001,1
171149,1
202189,1
190744,1
132364,1
16019,1
95950,1
169989,1
1779,1
79526,1
97845,1
104486,1
151702,1
63818,1
165194,1
34117,1
200571,1
53268,1
121982,1
95819,1
66806,1
164699,1
79868,1
90863,1
198525,1
58754,1
63738,1
197547,1
147109,1
94847,1
178257,1
128998,1
197654,1
181537,1
3862,1
128849,1
20814,1
145179,1
128367,1
170984,1
83747,1
155584,1
14359,1
13822,1
149161,1
192327,1
8504,1
65598,1
115224,1
71630,1
98797,1
170902,1
157397,1
15162,1
40053,1
183741,1
133498,1
62533,1
11461,1
129540,1
72393,1
4826,1
139832,1
37016,1
56683,1
66918,1
42648,1
130017,1
96163,1
73893,1
2150,1
8296,1
163821,1
131014,1
39127,1
183581,1
164468,1
105812,1
96799,1
141904,1
114159,1
86531,1
125452,1
170837,1
157013,1
121546,1
77198,1
171548,1
64838,1
139792,1
116493,1
91249,1
10187,1
101950,1
82875,1
78313,1
75447,1
159914,1
178932,1
37926,1
192657,1
102236,1
53030,1
126980,1
1916,1
51387,1
80151,1
175631,1
67721,1
10570,1
36547,1
47417,1
117232,1
121724,1
194799,1
5290,1
82103,1
19768,1
79923,1
163242,1
198960,1
68906,1
129385,1
43942,1
12267,1
31032,1
189296,1
53676,1
181110,1
125339,1
159006,1
116844,1
92571,1
76780,1
84181,1
189069,1
123959,1
37506,1
37834,1
133832,1
156113,1
47342,1
113778,1
164265,1
192558,1
187178,1
166750,1
72714,1
68205,1
101359,1
98318,1
125182,1
37987,1
82802,1
141953,1
162358,1
66779,1
113402,1
95842,1
43382,1
168710,1
172536,1
52781,1
33880,1
96341,1
54276,1
20849,1
141966,1
62483,1
85756,1
91132,1
136130,1
58949,1
726,1
24918,1
71255,1
159793,1
159524,1
25787,1
27518,1
71397,1
104628,1
182674,1
131679,1
65162,1
144786,1
145969,1
15190,1
40644,1
87039,1
151504,1
188050,1
194036,1
37371,1
151250,1
20551,1
71128,1
35888,1
190022,1
57931,1
117050,1
26256,1
177045,1
174453,1
184318,1
152367,1
144476,1
35877,1
99302,1
158981,1
127124,1
155213,1
167732,1
190105,1
184515,1
59724,1
66660,1
88001,1
203448,1
195104,1
86492,1
109109,1
12435,1
93353,1
205516,1
154119,1
31808,1
48715,1
186571,1
162316,1
15452,1
54142,1
21990,1
